waiting_gpu,start_ns,wait_ms,laggard_gpu,laggard_sync_frac,laggard_busy_frac,kind,laggard_top_categories,laggard_nvtx
2,23778685117,27.633,1,0.0,1.011,laggard_gpu_busy,gemm=10.5ms;elementwise=10.1ms;moe_permute=4.0ms,forward|attention|dsa_indexer
2,24011070680,18.982,6,0.0,1.017,laggard_gpu_busy,gemm=7.7ms;elementwise=7.4ms;moe_permute=3.3ms,forward|moe
2,24099453256,6.452,0,0.0,1.045,laggard_gpu_busy,gemm=3.9ms;moe_permute=2.8ms;hybridep_meta=0.0ms,forward|moe
2,24169587622,22.898,4,0.0,1.012,laggard_gpu_busy,gemm=9.0ms;elementwise=8.8ms;moe_permute=3.3ms,forward|attention|dsa_indexer
2,24323240573,14.66,6,0.0,1.02,laggard_gpu_busy,gemm=6.7ms;elementwise=4.5ms;moe_permute=2.9ms,forward|moe
2,24402904773,6.468,7,0.001,1.029,laggard_gpu_busy,gemm=3.9ms;moe_permute=2.7ms;hybridep_meta=0.0ms,forward|moe
2,24461213901,21.021,3,0.0,1.034,laggard_gpu_busy,gemm=9.7ms;elementwise=6.2ms;moe_permute=2.8ms,forward|moe
2,24691560703,11.344,1,0.0,1.026,laggard_gpu_busy,gemm=7.4ms;moe_permute=3.0ms;cat_copy=0.9ms,forward|moe
2,24836906609,7.606,7,0.001,1.039,laggard_gpu_busy,gemm=4.8ms;moe_permute=2.2ms;cat_copy=0.6ms,forward|moe
2,24900298895,18.985,4,0.0,1.016,laggard_gpu_busy,gemm=6.9ms;elementwise=6.7ms;moe_permute=2.9ms,forward|attention|dsa_indexer
2,25050864152,11.598,1,0.0,1.027,laggard_gpu_busy,gemm=6.6ms;moe_permute=2.8ms;elementwise=1.8ms,forward|moe
2,25183408560,6.281,1,0.001,1.03,laggard_gpu_busy,gemm=4.1ms;moe_permute=2.4ms;hybridep_meta=0.0ms,forward|moe
2,25241600663,15.78,0,0.0,1.019,laggard_gpu_busy,gemm=5.7ms;elementwise=5.4ms;moe_permute=2.5ms,forward|moe
2,25317656591,22.346,1,0.0,1.014,laggard_gpu_busy,elementwise=9.0ms;gemm=8.5ms;moe_permute=3.7ms,forward|attention|dsa_indexer
2,25471266470,11.548,6,0.0,1.021,laggard_gpu_busy,gemm=6.1ms;moe_permute=2.9ms;elementwise=2.0ms,forward|moe
2,25613012264,11.805,0,0.0,1.028,laggard_gpu_busy,gemm=6.3ms;moe_permute=2.8ms;elementwise=2.3ms,forward|moe
2,25687283032,12.06,3,0.0,1.023,laggard_gpu_busy,gemm=6.7ms;moe_permute=2.9ms;elementwise=2.0ms,forward|attention|dsa_indexer
2,25973607385,16.253,0,0.0,1.017,laggard_gpu_busy,gemm=6.6ms;elementwise=6.4ms;moe_permute=2.8ms,forward|moe
2,26046875931,15.491,5,0.0,1.019,laggard_gpu_busy,gemm=6.3ms;elementwise=5.9ms;moe_permute=2.7ms,forward|attention|dsa_indexer
2,26187715524,20.458,4,0.0,1.029,laggard_gpu_busy,gemm=8.8ms;elementwise=6.4ms;moe_permute=2.8ms,forward|moe
2,26276044879,15.923,6,0.0,1.016,laggard_gpu_busy,gemm=8.3ms;moe_permute=3.5ms;elementwise=3.4ms,forward|moe
2,26341725548,24.607,6,0.0,1.038,laggard_gpu_busy,gemm=12.5ms;elementwise=6.8ms;moe_permute=3.0ms,forward|moe
2,26433762089,19.702,1,0.0,1.013,laggard_gpu_busy,gemm=9.3ms;elementwise=5.9ms;moe_permute=3.7ms,forward|lm_head
2,28544378990,80.711,0,0.0,0.005,laggard_gpu_idle(host),hybridep_meta=0.3ms;other=0.1ms,backward|moe|hybridep_dispatch|recompute
2,28656972476,1235.62,1,0.0,0.017,laggard_gpu_idle(host),gemm=9.2ms;elementwise=6.7ms;moe_permute=3.4ms,backward|moe|recompute
2,29931891237,28.236,1,0.0,1.024,laggard_gpu_busy,gemm=18.8ms;cat_copy=6.0ms;moe_permute=3.6ms,backward|moe|recompute
