waiting_gpu,start_ns,wait_ms,laggard_gpu,laggard_sync_frac,laggard_busy_frac,kind,laggard_top_categories,laggard_nvtx
0,23663532641,7.498,5,0.001,1.085,laggard_gpu_busy,gemm=5.3ms;moe_permute=2.6ms;hybridep_combine=0.3ms,backward|recompute
0,23820263814,11.792,4,0.0,1.026,laggard_gpu_busy,gemm=6.7ms;moe_permute=2.8ms;elementwise=1.8ms,backward|recompute
0,23865480448,14.904,4,0.0,1.043,laggard_gpu_busy,gemm=12.5ms;moe_permute=3.0ms,backward|recompute
0,24027415658,20.759,6,0.0,1.014,laggard_gpu_busy,elementwise=7.9ms;gemm=7.5ms;moe_permute=3.2ms,backward|recompute
0,24076474071,24.739,6,0.0,1.03,laggard_gpu_busy,gemm=15.0ms;moe_permute=3.3ms;activation=3.2ms,backward|recompute
0,24255211521,7.001,1,0.0,1.045,laggard_gpu_busy,gemm=5.0ms;moe_permute=2.2ms;elementwise=0.2ms,backward|recompute
0,24290256371,8.307,1,0.0,1.071,laggard_gpu_busy,gemm=6.6ms;moe_permute=2.3ms,backward|recompute
0,24448159240,14.12,7,0.0,1.02,laggard_gpu_busy,gemm=7.6ms;moe_permute=3.0ms;elementwise=2.9ms,backward|recompute
0,24498481637,17.535,7,0.0,1.04,laggard_gpu_busy,gemm=14.9ms;moe_permute=3.3ms,backward|recompute
1,1076726967,13.782,0,0.0,1.022,laggard_gpu_busy,gemm=6.2ms;elementwise=4.3ms;moe_permute=2.7ms,forward|moe
1,1209429401,22.494,7,0.0,1.012,laggard_gpu_busy,gemm=8.5ms;elementwise=7.5ms;moe_permute=3.1ms,forward|attention|dsa_indexer
1,1429846496,15.276,6,0.0,1.019,laggard_gpu_busy,gemm=7.5ms;elementwise=3.7ms;moe_permute=3.4ms,forward|moe
1,1502219352,18.51,4,0.0,1.015,laggard_gpu_busy,gemm=6.7ms;elementwise=6.6ms;moe_permute=2.8ms,forward|moe
1,1578752055,8.227,5,0.001,1.043,laggard_gpu_busy,gemm=5.3ms;moe_permute=2.4ms;hybridep_combine=0.3ms,forward|attention|dsa_indexer
1,1713268745,15.244,2,0.0,1.019,laggard_gpu_busy,elementwise=5.9ms;gemm=5.9ms;moe_permute=2.7ms,forward|moe
