layer,gpu,start_ns,wall_ms
layer:23,7,24160374706,122.434
layer:24,0,4140952440,93.073
layer:24,0,23955859024,118.289
layer:24,1,4142197307,93.269
layer:24,1,23957518896,117.187
layer:24,2,4141082921,94.811
layer:24,2,23957007293,117.576
layer:24,3,4141147375,94.256
layer:24,3,23957531947,117.217
layer:24,4,4141823135,92.839
layer:24,4,23956983821,117.553
layer:24,5,4141485986,93.362
layer:24,5,23957594015,117.115
layer:24,6,4172295240,62.736
layer:24,6,23956849279,117.58
layer:24,7,4140747987,95.092
layer:24,7,23957075043,117.632
layer:25,0,4234164689,77.279
layer:25,0,23758301117,115.85
layer:25,1,4235604189,76.024
layer:25,1,23758957092,115.892
layer:25,2,4236038289,76.031
layer:25,2,23758829058,116.002
layer:25,3,4235540802,77.304
layer:25,3,23759067164,115.866
layer:25,4,4234811668,77.125
layer:25,4,23758735075,115.708
layer:25,5,4234998291,77.976
layer:25,5,23759127075,116.112
layer:25,6,4235178005,76.388
layer:25,6,23758711503,115.729
layer:25,7,4235989111,76.187
layer:25,7,23758904635,115.878
layer:26,0,4311581800,76.479
layer:26,0,23553952776,115.838
layer:26,1,4311770144,76.461
layer:26,1,23554967120,115.367
layer:26,2,4312221555,76.567
layer:26,2,23554865826,115.731
layer:26,3,4312983739,75.685
layer:26,3,23554861978,115.745
layer:26,4,4312085123,75.682
layer:26,4,23554581594,115.558
layer:26,5,4313118197,75.518
layer:26,5,23555085120,115.569
layer:26,6,4311718364,76.94
layer:26,6,23554522448,115.588
layer:26,7,4312323521,75.631
layer:26,7,23554784440,115.603
layer:27,0,4388201596,147.172
layer:27,0,23342847416,116.303
layer:27,1,4388364717,146.77
layer:27,1,23344900682,114.62
layer:27,2,4388926432,145.941
layer:27,2,23343474066,115.996
layer:27,3,4388804205,146.463
layer:27,3,23340814437,118.875
layer:27,4,4387916527,146.345
layer:27,4,23334121336,125.198
layer:27,5,4388785295,146.263
layer:27,5,23339226692,121.157
layer:27,6,4388804311,145.913
layer:27,6,23333864092,125.341
layer:27,7,4388088971,147.861
layer:27,7,23334046428,125.508
layer:28,0,4535615794,79.946
layer:28,0,23113169440,124.805
layer:28,1,4535279578,80.701
layer:28,1,23114112090,124.271
layer:28,2,4535007472,81.221
layer:28,2,23113798429,124.73
layer:28,3,4535404249,81.182
layer:28,3,23115095187,123.666
layer:28,4,4534418795,82.134
layer:28,4,23113854011,126.49
layer:28,5,4535207038,80.828
layer:28,5,23114222997,124.815
layer:28,6,4534867282,81.418
layer:28,6,23113774211,124.54
layer:28,7,4536095792,80.336
layer:28,7,23114058193,124.419
layer:29,0,4615693489,87.727
layer:29,0,22890062471,119.012
layer:29,1,4616112963,88.687
layer:29,1,22891449026,118.446
layer:29,2,4616370589,87.631
layer:29,2,22890729293,118.991
layer:29,3,4616720897,94.627
layer:29,3,22891352443,118.866
layer:29,4,4616702022,87.469
layer:29,4,22890830971,118.571
layer:29,5,4616184464,88.545
layer:29,5,22890766479,118.902
layer:29,6,4616444856,88.229
layer:29,6,22890677298,118.687
layer:29,7,4616567851,87.517
layer:29,7,22890881858,118.796
layer:30,0,4703558041,87.211
layer:30,0,22647607718,121.411
layer:30,1,4704937480,95.035
layer:30,1,22648536781,121.02
layer:30,2,4704146716,86.844
